Tweet_Text,Reply_Count,Retweet_Count,Like_Count,View_Count,Language,Source,Username,Location,year,month,day,hour,minute,weekday,Post_ID,ID_Source,month_name,clean_Text,bert_sentiment,bert_neg,bert_neu,bert_pos,emotion_type,location_cleaned,topic_id,topic_probability,topic_words,topic_prob
"God please have mercy on us. orishirishi kind of diseases are just springing up everyday. God please protect me and my loved ones. Please shield us from every arrow of disease, sickness and death in Jesus name Amen",0.0,0.0,1.0,81.0,English,Facebook,Titilope Taiwo,Lagos,2025,11,6,13,41,Thursday,Y29tbWVudDoxMjI1Mzk2MDAyOTU0MDU1XzE0NTQ4NzY4Nzg4OTY4NTE=,Platform_ID,November,God please have mercy on us orishirishi kind of diseases are just springing up everyday God please protect me and my loved ones Please shield us from every arrow of disease sickness and death in Jesus name Amen,positive,0,0,1,fear,"Ikeja, Lagos",13,1.0,"healing, god, amen, jesus, divine",0.6051280843721449
That's looks like cellulitis and can be treated with prompt iv antibiotics.,0.0,0.0,1.0,81.0,English,Facebook,Greatking Greatking,Lagos,2025,11,10,4,50,Monday,Y29tbWVudDoxMjI1Mzk2MDAyOTU0MDU1XzIxNzQyNTI3OTMwNjU2NjU=,Platform_ID,November,Thats looks like cellulitis and can be treated with prompt iv antibiotics,negative,1,0,0,none,"Ikeja, Lagos",0,0.2122822898150695,,0.19196981891423126
"Mrna is gmo
Mrna is genetic modification through DNA manipulation and altering turning the human body into a gmo hybrid beast non human and patented intellectual property of the company that created the ""vaccine"". Also it's not a vaccine by definition but a genetic modifying therapy. WAKE UP PEOPLE!!!!

https://www.facebook.com/share/v/1ACbENudPS/

How to get rid of spike protein
https://www.facebook.com/share/r/1CidHk1Wdn/",0.0,0.0,1.0,81.0,English,Facebook,Brandon Elliott,Lagos,2024,2,1,13,32,Thursday,Y29tbWVudDoxMjI5MzU4NzcyNTQ5ODg4XzgyMjgyMTUzMzQ4NzA3MA==,Platform_ID,February,Mrna is gmo Mrna is genetic modification through DNA manipulation and altering turning the human body into a gmo hybrid beast non human and patented intellectual property of the company that created the vaccine Also its not a vaccine by definition but a genetic modifying therapy WAKE UP PEOPLE How to get rid of spike protein,negative,1,0,0,none,"Ikeja, Lagos",0,0.612888958479487,"the, vaccine, of, in, to",0.5131240377044095
"So it’s not like Covid where the vaccinated can still get it? 
Lol",0.0,0.0,1.0,81.0,English,Facebook,Steve Booy,Lagos,2025,6,29,11,49,Sunday,Y29tbWVudDoxMjI5MzU4NzcyNTQ5ODg4XzcxMzE2MTU2NDU1NDMwMg==,Platform_ID,June,So its not like Covid where the vaccinated can still get it Lol,negative,1,0,0,fear,"Ikeja, Lagos",0,0.23949142831792994,"the, vaccine, of, in, to",0.26547831334807276
"“1. The polio story as you learned it is wrong. It’s one of the most often misunderstood sequence of events in the last two hundred years. I wanted to explain a few things about the disease to help people understand what actually happened.
2. The first modern account of something resembling polio was in 1789. A physician named Michael Underwood described an illness in children he called “Debility of the Lower Extremities.” He attributed it to teething and foul bowels.
3. One of the next mentions was from Louisiana in 1841. A few children came down with paralysis. The supposed cause: teething. Why would teething be associated with paralysis?
4. Various stories appeared throughout the 1800s of children coming down with paralysis, almost always in their legs. Many people called it “teething paralysis,” but others settled on “infantile paralysis.”
5. This was a new phenomenon: Doctors had never seen it before and didn’t know why it was happening. Research began to reveal that the cause of paralysis were lesions on the grey part of the spinal cord.
6. If you developed a lesion on your spinal cord, they called this a “poliomyelitis.” Polio = grey. Myelitis = inflammation of the spinal cord.
7. A poliomyelitis was a lesion on your spinal cord. You could have more than one of them. But they didn’t know why children had begun developing them, seemingly out of nowhere
8. Scientists conducted research on animals by purposefully poisoning them with arsenic, an ingredient of popular medical remedies of the time. The result? Paralysis in their hind legs.
https://collections.nlm.nih.gov/bookviewer?PID=nlm:nlmuid-101502128-bk
￼ read the whole thread along with the links that forest posted here on X
https://x.com/forrestmaready/status/1005127713848463361",0.0,0.0,1.0,81.0,Igbo,Facebook,John Gillon,FCT,2021,11,7,10,55,Sunday,Y29tbWVudDoxMjMzODIxMTYyMTAzNjQ5XzEwMTI4NTgyNjEwMDAyMzk=,Platform_ID,November,The polio story as you learned it is wrong Its one of the most often misunderstood sequence of events in the last two hundred years I wanted to explain a few things about the disease to help people understand what actually happened The first modern account of something resembling polio was in A physician named Michael Underwood described an illness in children he called Debility of the Lower Extremities He attributed it to teething and foul bowels One of the next mentions was from Louisiana in A few children came down with paralysis The supposed cause teething Why would teething be associated with paralysis Various stories appeared throughout the s of children coming down with paralysis almost always in their legs Many people called it teething paralysis but others settled on infantile paralysis This was a new phenomenon Doctors had never seen it before and didnt know why it was happening Research began to reveal that the cause of paralysis were lesions on the grey part of the spinal cord If you developed a lesion on your spinal cord they called this a poliomyelitis Polio grey Myelitis inflammation of the spinal cord A poliomyelitis was a lesion on your spinal cord You could have more than one of them But they didnt know why children had begun developing them seemingly out of nowhere Scientists conducted research on animals by purposefully poisoning them with arsenic an ingredient of popular medical remedies of the time The result Paralysis in their hind legs read the whole thread along with the links that forest posted here on X,negative,1,0,0,fear,"Abuja, FCT",0,1.0,"the, vaccine, of, in, to",0.8125071398800743
Almost all polio cases are symptom free. The chances of lifelong paralysis is .5% 🙄,0.0,0.0,1.0,81.0,English,Facebook,Sarah Papes,Niger,2011,6,25,16,10,Saturday,Y29tbWVudDoxMjMzODIxMTYyMTAzNjQ5XzIwMTMxNTgxMDI4Mzc5ODg=,Platform_ID,June,Almost all polio cases are symptom free The chances of lifelong paralysis is,negative,1,0,0,fear,"Minna, Niger",0,1.0,"the, vaccine, of, in, to",1.0
Congratulations,0.0,0.0,1.0,81.0,English,Facebook,Favour Obi,Lagos,2025,8,25,16,57,Monday,Y29tbWVudDoxMjQ1MTU1NDMwNDgwNjM2XzQxNDI4NzY1NjkzMjc2Mzk=,Platform_ID,August,Congratulations,positive,0,0,1,none,"Ikeja, Lagos",1,0.7280003903522069,"so, congratulations, good, thank, baby",1.0
Congratulations 🎉🎉🎉,0.0,0.0,1.0,81.0,English,Facebook,Angela Tope Ekeme,FCT,2021,11,6,23,58,Saturday,Y29tbWVudDoxMjQ1MTU1NDMwNDgwNjM2XzEwMDM5OTA1NTQyNzcxMjE0,Platform_ID,November,Congratulations,positive,0,0,1,none,"Abuja, FCT",1,0.7343202091161294,"so, congratulations, good, thank, baby",1.0
Former big belle congratulations oooo 👏👏👏👏,0.0,0.0,1.0,81.0,English,Facebook,Semiratu Umar,Lagos,2024,7,1,17,58,Monday,Y29tbWVudDoxMjQ1MTU1NDMwNDgwNjM2Xzc0ODk0MDI2NDI4MzkxNA==,Platform_ID,July,Former big belle congratulations oooo,positive,0,0,1,none,"Ikeja, Lagos",1,0.7021748064034896,"so, congratulations, good, thank, baby",1.0
First measle shot after first birthday.,0.0,0.0,1.0,81.0,English,Facebook,Conni Montalbano,Kaduna,2024,8,28,9,29,Wednesday,Y29tbWVudDoxMjQ4NzUxMTY3Mjk0NjM4XzEzNjQyOTg3NjUyODM0OTU=,Platform_ID,August,First measle shot after first birthday,positive,0,0,1,none,"Kaduna, Kaduna",-1,0.15744944949471976,,0.20282406048509277
Vaccines are the CAUSE not the CURE! 😭,0.0,0.0,1.0,81.0,English,Facebook,Benjamin Snooks,Enugu,2024,12,8,22,53,Sunday,Y29tbWVudDoxMjQ4NzUxMTY3Mjk0NjM4XzEzNjg0MzA2NjQ4MDQ4OTI=,Platform_ID,December,Vaccines are the CAUSE not the CURE,neutral,0,1,0,none,"Enugu, Enugu",-1,0.19644772719487055,,0.040655124097540005
Well done our amiable DG,0.0,0.0,1.0,81.0,English,Facebook,Tojuola-Eniola Temitope,Lagos,2023,4,17,20,58,Monday,Y29tbWVudDoxMjQ5NzU4OTg3MTc5ODQyXzYzNTMyODM4Mjk5NDY5OQ==,Platform_ID,April,Well done our amiable DG,positive,0,0,1,none,"Ikeja, Lagos",1,0.8289193847061408,"so, congratulations, good, thank, baby",0.7164614309718655
I'm proud of community health workers,0.0,0.0,1.0,81.0,Igbo,Facebook,Justina Timothy,Niger,2025,11,2,1,34,Sunday,Y29tbWVudDoxMjU1NDQ5Mzk5OTU2ODA5XzE0NDkxNzEwMzYxOTE3MjQ=,Platform_ID,November,Im proud of community health workers,positive,0,0,1,none,"Minna, Niger",3,0.16243779648644446,,0.22996684006570983
Buruli ulcer is one of the symptoms of HIV/Aids,0.0,0.0,1.0,81.0,English,Facebook,Silas Gbabua Angegher,Enugu,2024,6,4,8,3,Tuesday,Y29tbWVudDoxMjYzMzAwNjIyNTAwNzg1XzE1ODExNDcwNDk3MTg3Njk=,Platform_ID,June,Buruli ulcer is one of the symptoms of HIVAids,negative,1,0,0,none,"Enugu, Enugu",0,0.21048372173912253,"the, vaccine, of, in, to",0.18798020253408107
https://scontent.fabv2-2.fna.fbcdn.net/v/t39.30808-6/572076584_1347061653763769_6455232731532985359_n.jpg?stp=dst-jpg_p228x119_tt6&_nc_cat=109&ccb=1-7&_nc_sid=bd9a62&_nc_eui2=AeH7fSD9vQsMsDwoX5XZk0xsMQ0TKQhbpv8xDRMpCFum_7EJOaFkW_4HxwrJTU_xKP0EQzfaXUWVt02dXEdDuPTv&_nc_ohc=ai3I0kYSW0wQ7kNvwFL2Pay&_nc_oc=Adnt2KxbH4L7tYgaBso4ozauxuvFqEuVecMZ91SoiFpIZ_qTRLTSW5nS4SpjaUf2q3Q&_nc_zt=23&_nc_ht=scontent.fabv2-2.fna&_nc_gid=WJzOU-oMvXz6TlQAt4IqYA&oh=00_AfiZwPakR5NLgPWqA1DQuBvp0l-r-4TU0WZS3HY8V-2VNA&oe=69165F8B,0.0,0.0,1.0,81.0,Kinyarwanda,Facebook,Elizabeth Wyntjes,Lagos,2025,6,30,14,46,Monday,Y29tbWVudDoxMjYzOTc0OTU5MDk1MjI1XzIzNzU1MjYwMzI4NjMzNDY=,Platform_ID,June,,positive,0,0,1,none,"Ikeja, Lagos",5,1.0,"when, yaaas, age, months, which",0.9323766087792499
Congratulations to the PHC and l pray that our own PHC should be among the one  upgrade thanks,0.0,0.0,1.0,81.0,English,Facebook,Laraba Ayaka Ibi,Lagos,2021,3,2,14,54,Tuesday,Y29tbWVudDoxMjY3MDAwMDcyMTM1MDc1XzExNjYzMTIzNDQ4MzE5MDY=,Platform_ID,March,Congratulations to the PHC and l pray that our own PHC should be among the one upgrade thanks,positive,0,0,1,happy,"Ikeja, Lagos",1,0.6129177932917684,"so, congratulations, good, thank, baby",1.0
Good,0.0,0.0,1.0,81.0,English,Facebook,Adamu Mikail Buji,Lagos,2024,12,1,15,43,Sunday,Y29tbWVudDoxMjcyMDg1OTUxNjIwODgzXzg0OTY2Nzc3NDI4NjY1Nw==,Platform_ID,December,Good,positive,0,0,1,none,"Ikeja, Lagos",7,1.0,"so, congratulations, good, thank, baby",1.0
What a fuckwit!,0.0,0.0,1.0,81.0,English,Facebook,Jen Siefer Kopack,Niger,2021,12,8,1,11,Wednesday,Y29tbWVudDoxMjgxMTAzMjc2NzE1NjgxXzM1MTM0MzQ1ODU0NjA3MDI=,Platform_ID,December,What a fuckwit,negative,1,0,0,none,"Minna, Niger",7,0.24170121725573307,"so, congratulations, good, thank, baby",0.45275573765190763
"Is he a liar, fool, or idiot?",0.0,0.0,1.0,81.0,English,Facebook,Fred Annerino,Lagos,2021,9,12,22,5,Sunday,Y29tbWVudDoxMjgxMTAzMjc2NzE1NjgxXzI0MzYzNTIwNDQ2NTcwNTA2,Platform_ID,September,Is he a liar fool or idiot,negative,1,0,0,none,"Ikeja, Lagos",9,1.0,"lies, matters, is, lie, bullshitor",1.0
"What can be said about a congress who actually voted to put this worm eaten, drug addict in an office that matters to all of our children.  My God won't someone stop this deranged SOB!",0.0,0.0,1.0,81.0,English,Facebook,Marcy Godwin,Lagos,2024,4,14,9,31,Sunday,Y29tbWVudDoxMjgxMTAzMjc2NzE1NjgxXzE0MzE4OTg0OTQ4NDc4MDQ=,Platform_ID,April,What can be said about a congress who actually voted to put this worm eaten drug addict in an office that matters to all of our children My God wont someone stop this deranged SOB,negative,1,0,0,none,"Ikeja, Lagos",6,1.0,"to, his, gmo, the, of",1.0
Do a poll on those MFs who are in the ground from myocarditis.,0.0,0.0,1.0,81.0,English,Facebook,Julius Tinker,FCT,2025,6,29,15,15,Sunday,Y29tbWVudDoxMzAxMjk0Njg0Nzg0NzMxXzgwNTIwMjM1NTQzMDU3Ng==,Platform_ID,June,Do a poll on those MFs who are in the ground from myocarditis,negative,1,0,0,none,"Abuja, FCT",0,0.5385208895856497,"the, vaccine, of, in, to",0.6550431619049841
It's a mystery why they haven't done the same for H.I.V,0.0,0.0,1.0,81.0,English,Facebook,Welile Mzileni,Lagos,2024,12,8,16,49,Sunday,Y29tbWVudDoxMzAzNDA1NDA1MTQ4NDUwXzg1NTIzMTE4NjkzODM5Nw==,Platform_ID,December,Its a mystery why they havent done the same for HIV,negative,1,0,0,none,"Ikeja, Lagos",0,0.24714488866670625,"the, vaccine, of, in, to",0.21617905316550562
Divine healing to you,0.0,0.0,1.0,81.0,English,Facebook,Roseline Ogar,Niger,2025,11,6,12,18,Thursday,Y29tbWVudDoxMzM0MzU3ODcxMzg0OTczXzYyMjIwMTMwNzMyMjUxOA==,Platform_ID,November,Divine healing to you,positive,0,0,1,none,"Minna, Niger",13,1.0,"healing, god, amen, jesus, divine",1.0
I'm not in doubt,0.0,0.0,1.0,81.0,English,Facebook,Sophia Anna,Lagos,2024,12,2,15,35,Monday,Y29tbWVudDoxMzM5Mjc2MTA0ODc0MTI0XzEwOTM5OTc5NTI5MjE2MDU=,Platform_ID,December,Im not in doubt,neutral,0,1,0,distrust,"Ikeja, Lagos",10,0.27418285820260185,"imagine, can, just, you, doubt",0.9295354998441785
"Haha but this doctor mad gan nio ,then son quickly find name for it bukola abi buruli ulcer",0.0,0.0,1.0,81.0,English,Facebook,Az Wears,Lagos,2021,4,1,16,1,Thursday,Y29tbWVudDoxMzQ0MDA5MDk3MDgwNjAzXzIzMjU3NjgxNjc4NTQyOTE=,Platform_ID,April,Haha but this doctor mad gan nio then son quickly find name for it bukola abi buruli ulcer,negative,1,0,0,anger,"Ikeja, Lagos",4,0.14905627547733027,"una, dhan, mga, na, mk",0.08340693226006601
Dagris too inap mekim Awareness video lo Sea Bed mining too bi orit .Too good you are 🙏,0.0,0.0,1.0,81.0,English,Facebook,Tee Pain,Niger,2024,4,13,17,43,Saturday,Y29tbWVudDoxMzQ4NzQzNTAzNDc1OTk4XzI1NDAwOTExOTc2MTY1NDQ4,Platform_ID,April,Dagris too inap mekim Awareness video lo Sea Bed mining too bi orit Too good you are,positive,0,0,1,none,"Minna, Niger",4,0.5500108247671001,"una, dhan, mga, na, mk",0.7215438334343401
Rabies is 100% preventative and 100% fatal yet pet owner ignore vaccinating their pets against rabies.,0.0,0.0,1.0,81.0,English,Facebook,Ayaane Christopher,Niger,2025,11,3,23,15,Monday,Y29tbWVudDoxMzUzNDI0NDI5Njk1OTMwXzg0NjExOTAxMTE4NTA3Ng==,Platform_ID,November,Rabies is preventative and fatal yet pet owner ignore vaccinating their pets against rabies,negative,1,0,0,none,"Minna, Niger",-1,0.02964909259617664,,0.1315850455625298
"Such patients do not survive. I remember we one like him who had bitten a nurse in our ward and the nurse died too.
People play with dogs and cats but those are really dangerous animals.",0.0,0.0,1.0,81.0,English,Facebook,Damiano Makaka,Lagos,2024,6,3,5,26,Monday,Y29tbWVudDoxMzUzNDI0NDI5Njk1OTMwXzgxODk4OTk0MDYzODE1Nw==,Platform_ID,June,Such patients do not survive I remember we one like him who had bitten a nurse in our ward and the nurse died too People play with dogs and cats but those are really dangerous animals,negative,1,0,0,fear,"Ikeja, Lagos",0,0.1693300316231759,,0.1364983831660933
So if dog bite you this the reaction I never knew human bark too😢,0.0,0.0,1.0,81.0,English,Facebook,Gabrie Frank,Niger,2024,6,3,13,54,Monday,Y29tbWVudDoxMzUzNDI0NDI5Njk1OTMwXzE1MDM1MzkyNTA2NzQwODk=,Platform_ID,June,So if dog bite you this the reaction I never knew human bark too,negative,1,0,0,fear,"Minna, Niger",-1,0.07770112240769234,,0.02497884858733366
God please save this child 🙏,0.0,0.0,1.0,81.0,English,Facebook,Areson Glory Audu,Lagos,2024,4,13,17,43,Saturday,Y29tbWVudDoxMzUzNDI0NDI5Njk1OTMwXzc4Njk0MzAxMDg1MTc4Mw==,Platform_ID,April,God please save this child,positive,0,0,1,none,"Ikeja, Lagos",1,0.6758415013074768,"so, congratulations, good, thank, baby",0.663195334082679
"Dog bite him he didn't say it out....he kept it on his own,see the results 😭😭😭😭 if feel his pain because he can't survive it because he's has already barking like dog",0.0,0.0,1.0,81.0,English,Facebook,Uche Esther,Lagos,2025,11,4,6,23,Tuesday,Y29tbWVudDoxMzUzNDI0NDI5Njk1OTMwXzExNTUxNzA5MTU5NDcyOTM=,Platform_ID,November,Dog bite him he didnt say it outhe kept it on his ownsee the results if feel his pain because he cant survive it because hes has already barking like dog,negative,1,0,0,none,"Ikeja, Lagos",-1,0.07771015421554682,,0.02398037621434035
I painted his portrait in 1986.  It was a privilege and an honor. We had a wonderful time.,0.0,0.0,1.0,81.0,English,Facebook,Carolyn Egeli,Lagos,2024,11,30,13,8,Saturday,Y29tbWVudDoxMzU3MzM5ODI5MzM3Mjc5XzE5NTU1Nzc3NzE4OTg0NTE=,Platform_ID,November,I painted his portrait in It was a privilege and an honor We had a wonderful time,positive,0,0,1,none,"Ikeja, Lagos",1,0.5523474962798746,"so, congratulations, good, thank, baby",0.5910814295733811
"I am not sure if I had the Salk polio vaccine injection.   I would have to look in my baby book at the vaccination notes my mom put in it.  

But I definitely remember getting the pink liquid on a sugar cube Sabin vaccine when I was a teenager.",0.0,0.0,1.0,81.0,English,Facebook,Susan Woodford Linden,Lagos,2025,10,14,10,51,Tuesday,Y29tbWVudDoxMzU3MzM5ODI5MzM3Mjc5Xzc5OTcwMTg5OTY4MjM4MQ==,Platform_ID,October,I am not sure if I had the Salk polio vaccine injection I would have to look in my baby book at the vaccination notes my mom put in it But I definitely remember getting the pink liquid on a sugar cube Sabin vaccine when I was a teenager,negative,1,0,0,fear,"Ikeja, Lagos",0,0.716138307767081,"the, vaccine, of, in, to",0.7780921087017936
Not all are the same,0.0,0.0,1.0,81.0,English,Facebook,Damon Neri,Lagos,2024,11,28,14,2,Thursday,Y29tbWVudDoxMzcwOTY0MTI3NzMyMzk0XzEzMTEyNDM5MzczMTIzODM=,Platform_ID,November,Not all are the same,neutral,0,1,0,none,"Ikeja, Lagos",-1,0.10549223317477704,,0.09097328587268087
"In Canada doctors stopped diagnosing measles when the vaccine came out, thus creating the illusion of vaccine efficacy. More importantly, deaths attributed to measles was dropping through the floor prior to the introduction of vaccines.",0.0,0.0,1.0,81.0,English,Facebook,Dale Dykes,Niger,2025,11,6,1,34,Thursday,Y29tbWVudDoxMzcwOTY0MTI3NzMyMzk0XzE0ODM2Nzc3MTk0NDQ4NDg=,Platform_ID,November,In Canada doctors stopped diagnosing measles when the vaccine came out thus creating the illusion of vaccine efficacy More importantly deaths attributed to measles was dropping through the floor prior to the introduction of vaccines,negative,1,0,0,fear,"Minna, Niger",0,0.5090488595392669,"the, vaccine, of, in, to",0.5062403791485313
"Senator 
You are paid by #BigPharma.",0.0,0.0,1.0,81.0,English,Facebook,Jim Allen,Kaduna,2024,8,28,17,19,Wednesday,Y29tbWVudDoxMzcwOTY0MTI3NzMyMzk0Xzc5MjE5ODk5MzI2MzA1OA==,Platform_ID,August,Senator You are paid by,positive,0,0,1,none,"Kaduna, Kaduna",6,1.0,"to, his, gmo, the, of",0.38632385260322666
"This is the scariest person on
Trump's cabinet and a major threat to America 
With his mindset and ideas on vaccines 
And viruses he's very dangerous 
Anybody who shuts down to CDC 
For little on no reason other than some quack theories of his own is dangerous 
And will probably be facing some prison time 
If for some reason them monkeys 
Start to spreading all of toxin they've been injected with for test purposes 
From contacting with humans",0.0,0.0,1.0,81.0,English,Facebook,Karl Sutton,Lagos,2024,11,30,7,3,Saturday,Y29tbWVudDoxMzcxNzM0Mzc3NjU3NzYzXzEyMjE3NzkzNjMxMjMyNDc=,Platform_ID,November,This is the scariest person on Trumps cabinet and a major threat to America With his mindset and ideas on vaccines And viruses hes very dangerous Anybody who shuts down to CDC For little on no reason other than some quack theories of his own is dangerous And will probably be facing some prison time If for some reason them monkeys Start to spreading all of toxin theyve been injected with for test purposes From contacting with humans,negative,1,0,0,fear,"Ikeja, Lagos",6,1.0,"to, his, gmo, the, of",1.0
"So many of the ""crazy"" things this man says, have been known in this industry for decades.",0.0,0.0,1.0,81.0,English,Facebook,Tyler Huggins,Niger,2025,11,9,20,42,Sunday,Y29tbWVudDoxMzcxNzM0Mzc3NjU3NzYzXzExOTA1OTYxNTI5MjQzMjI=,Platform_ID,November,So many of the crazy things this man says have been known in this industry for decades,negative,1,0,0,none,"Minna, Niger",6,1.0,"to, his, gmo, the, of",1.0
Kennedy needs to go ASAP,0.0,0.0,1.0,81.0,English,Facebook,Rebecca Young,Niger,2025,11,7,20,45,Friday,Y29tbWVudDoxMzgyMDA5NTc2NjE3MDEzXzY0NTE2MzU0ODYzOTkyNQ==,Platform_ID,November,Kennedy needs to go ASAP,positive,0,0,1,none,"Minna, Niger",6,1.0,"to, his, gmo, the, of",1.0
Yaaas.,0.0,0.0,1.0,81.0,Estonian,Facebook,Amy Bolwerk-Varra,Lagos,2024,1,30,11,9,Tuesday,Y29tbWVudDoxMzgyMDA5NTc2NjE3MDEzXzExMDQ4MjAxNTUxNzI0NjA=,Platform_ID,January,Yaaas,positive,0,0,1,none,"Ikeja, Lagos",5,0.48159800196850927,"when, yaaas, age, months, which",1.0
"JFK Jr. fits into Trumps group, He's an idiot and a danger to America.",0.0,0.0,1.0,81.0,English,Facebook,Phil Jones,Lagos,2025,11,3,17,48,Monday,Y29tbWVudDoxMzgyMDA5NTc2NjE3MDEzXzExNzM0Mjg5MjQ2MjUxNzU=,Platform_ID,November,JFK Jr fits into Trumps group Hes an idiot and a danger to America,negative,1,0,0,fear,"Ikeja, Lagos",6,0.7928018691541852,"to, his, gmo, the, of",1.0
They were never truly gone. Just kept a bay. With vaccines refused by some all those illnesses will make a comeback with a vengeance. They stopped the Screwworm program and they are moving north at an alarming rate. There was actually a human case in the US this year. Areas in Mexico are being ravaged.,0.0,0.0,1.0,81.0,English,Facebook,Kirt Beckman,Niger,2024,11,28,19,11,Thursday,Y29tbWVudDoxMzgyMDA5NTc2NjE3MDEzXzc5OTc1NDQwNTkyMzExMA==,Platform_ID,November,They were never truly gone Just kept a bay With vaccines refused by some all those illnesses will make a comeback with a vengeance They stopped the Screwworm program and they are moving north at an alarming rate There was actually a human case in the US this year Areas in Mexico are being ravaged,negative,1,0,0,distrust,"Minna, Niger",0,0.40881567831238047,"the, vaccine, of, in, to",0.41329786164623383
https://scontent.fabv2-1.fna.fbcdn.net/v/t39.1997-6/531500581_664559199261888_677411506572930237_n.png?stp=dst-png_s168x128&_nc_cat=108&ccb=1-7&_nc_sid=23dd7b&_nc_eui2=AeH1iPfI-oUwGlyWwVzgIHeRvtAtfaza4IK-0C19rNrggjc5_OFI8ExPrD1T6jRTINi6RgIYoF2svYx49U9Nrc3J&_nc_ohc=KMj-JzY-IDUQ7kNvwECmXU5&_nc_oc=AdmrRzZquHkGAImO3vfNNDY9NGMKqKsPvM5Qg6VRh8Y5anORbSZ9E0y9gJK2a2WXGas&_nc_zt=26&_nc_ht=scontent.fabv2-1.fna&_nc_gid=iV4pxY_48IeRTSysN7xwdA&oh=00_AfifMdrQOn_4rGh7pywFMoGT9joDRJHbN66671Pugz6dAg&oe=69165A39,0.0,0.0,1.0,81.0,Kinyarwanda,Facebook,Amina Yusuf,Lagos,2025,2,21,18,24,Friday,Y29tbWVudDoxNTA0ODUxNjAzODQ3ODIwXzE1MDQ4OTA0MjA1MTA2MDU=,Platform_ID,February,,positive,0,0,1,none,"Ikeja, Lagos",5,0.8067193360505389,"when, yaaas, age, months, which",1.0
My health my future husband,0.0,0.0,1.0,81.0,English,Facebook,Alma O Eunice,Lagos,2025,2,21,20,39,Friday,Y29tbWVudDoxNTA0ODUxNjAzODQ3ODIwXzE1MDY3ODE3ODAzMjE0Njk=,Platform_ID,February,My health my future husband,positive,0,0,1,none,"Ikeja, Lagos",3,0.15040373543132346,,0.2121731596116276
Wouldn't trust any shots.,0.0,0.0,1.0,81.0,English,Facebook,Jamie N Cindy Fuson,Lagos,2024,11,28,7,53,Thursday,Y29tbWVudDoxNTYxMTE2Njc1MDgzMTMwXzE1OTIyOTgwMjU1MTA0ODE=,Platform_ID,November,Wouldnt trust any shots,positive,0,0,1,none,"Ikeja, Lagos",0,0.18251396517996984,"the, vaccine, of, in, to",0.1621469725773047
We dont have DDT anymore,0.0,0.0,1.0,81.0,English,Facebook,Lee Moe,Kaduna,2025,8,26,4,43,Tuesday,Y29tbWVudDoxNTYxMTE2Njc1MDgzMTMwXzExMTk3MTExNTY5NTI4NDM=,Platform_ID,August,We dont have DDT anymore,negative,1,0,0,distrust,"Kaduna, Kaduna",-1,0.038469530672877394,,0.10622065466821494
"Polio is a sterilization shot, polio disappeared when we stopped using DDT, animals also got paralyzed, they cant contract polio. All vaccines are poison, by definition. Stay safe",0.0,0.0,1.0,81.0,English,Facebook,Eric Questereit,Lagos,2021,3,1,16,41,Monday,Y29tbWVudDoxNTYxMTE2Njc1MDgzMTMwXzIzMjk0ODE3NTA4NDcyMjQ=,Platform_ID,March,Polio is a sterilization shot polio disappeared when we stopped using DDT animals also got paralyzed they cant contract polio All vaccines are poison by definition Stay safe,negative,1,0,0,fear,"Ikeja, Lagos",0,1.0,"the, vaccine, of, in, to",1.0
https://scontent.fabv2-1.fna.fbcdn.net/v/t39.1997-6/47270791_937342239796388_4222599360510164992_n.png?stp=cp0_dst-png_s110x80&_nc_cat=1&ccb=1-7&_nc_sid=23dd7b&_nc_eui2=AeGm7NC-VZeGzyO4--bh3p3q-b1tLjff_GL5vW0uN9_8Ys-UcVDevcl38v0grQdH-FQ_Ccm1UMeg4sy52r6idhaC&_nc_ohc=TG91SsUqxO0Q7kNvwFqnIy5&_nc_oc=AdkdleB95wWfYOmlqOEfs7_eNed9ABfRkW2Zi-dPuFda4yU8ZYqWcXF4XppidnCxk1Q&_nc_zt=26&_nc_ht=scontent.fabv2-1.fna&_nc_gid=0DzGWoVSil5N8YnoW0sK4A&oh=00_Afj5vYXTWbPKaFVz7F2tMu1iJeOpqpfXFnt85BZqcsCNlw&oe=69167CF2,0.0,0.0,1.0,81.0,Polish,Facebook,Omer Akman,Lagos,2025,3,27,19,44,Thursday,Y29tbWVudDoyNDg3ODQ5MDcxNjA4MzUyXzEwOTE5MDQyOTMxNDM5NjI=,Platform_ID,March,,positive,0,0,1,none,"Ikeja, Lagos",5,0.9250089689040122,"when, yaaas, age, months, which",1.0
